"","Admit","Gender","Dept"
"14.47","Rejected","Male","D"
"14.48","Rejected","Male","D"
"14.49","Rejected","Male","D"
"14.50","Rejected","Male","D"
"14.51","Rejected","Male","D"
"14.52","Rejected","Male","D"
"14.53","Rejected","Male","D"
"14.54","Rejected","Male","D"
"14.55","Rejected","Male","D"
"14.56","Rejected","Male","D"
"14.57","Rejected","Male","D"
"14.58","Rejected","Male","D"
"14.59","Rejected","Male","D"
"14.60","Rejected","Male","D"
"14.61","Rejected","Male","D"
"14.62","Rejected","Male","D"
"14.63","Rejected","Male","D"
"14.64","Rejected","Male","D"
"14.65","Rejected","Male","D"
"14.66","Rejected","Male","D"
"14.67","Rejected","Male","D"
"14.68","Rejected","Male","D"
"14.69","Rejected","Male","D"
"14.70","Rejected","Male","D"
"14.71","Rejected","Male","D"
"14.72","Rejected","Male","D"
"14.73","Rejected","Male","D"
"14.74","Rejected","Male","D"
"14.75","Rejected","Male","D"
"14.76","Rejected","Male","D"
"14.77","Rejected","Male","D"
"14.78","Rejected","Male","D"
"14.79","Rejected","Male","D"
"14.80","Rejected","Male","D"
"14.81","Rejected","Male","D"
"14.82","Rejected","Male","D"
"14.83","Rejected","Male","D"
"14.84","Rejected","Male","D"
"14.85","Rejected","Male","D"
"14.86","Rejected","Male","D"
"14.87","Rejected","Male","D"
"14.88","Rejected","Male","D"
"14.89","Rejected","Male","D"
"14.90","Rejected","Male","D"
"14.91","Rejected","Male","D"
"14.92","Rejected","Male","D"
"14.93","Rejected","Male","D"
"14.94","Rejected","Male","D"
"14.95","Rejected","Male","D"
"14.96","Rejected","Male","D"
"14.97","Rejected","Male","D"
"14.98","Rejected","Male","D"
"14.99","Rejected","Male","D"
"14.100","Rejected","Male","D"
"14.101","Rejected","Male","D"
"14.102","Rejected","Male","D"
"14.103","Rejected","Male","D"
"14.104","Rejected","Male","D"
"14.105","Rejected","Male","D"
"14.106","Rejected","Male","D"
"14.107","Rejected","Male","D"
"14.108","Rejected","Male","D"
"14.109","Rejected","Male","D"
"14.110","Rejected","Male","D"
"14.111","Rejected","Male","D"
"14.112","Rejected","Male","D"
"14.113","Rejected","Male","D"
"14.114","Rejected","Male","D"
"14.115","Rejected","Male","D"
"14.116","Rejected","Male","D"
"14.117","Rejected","Male","D"
"14.118","Rejected","Male","D"
"14.119","Rejected","Male","D"
"14.120","Rejected","Male","D"
"14.121","Rejected","Male","D"
"14.122","Rejected","Male","D"
"14.123","Rejected","Male","D"
"14.124","Rejected","Male","D"
"14.125","Rejected","Male","D"
"14.126","Rejected","Male","D"
"14.127","Rejected","Male","D"
"14.128","Rejected","Male","D"
"14.129","Rejected","Male","D"
"14.130","Rejected","Male","D"
"14.131","Rejected","Male","D"
"14.132","Rejected","Male","D"
"14.133","Rejected","Male","D"
"14.134","Rejected","Male","D"
"14.135","Rejected","Male","D"
"14.136","Rejected","Male","D"
"14.137","Rejected","Male","D"
"14.138","Rejected","Male","D"
"14.139","Rejected","Male","D"
"14.140","Rejected","Male","D"
"14.141","Rejected","Male","D"
"14.142","Rejected","Male","D"
"14.143","Rejected","Male","D"
"14.144","Rejected","Male","D"
"14.145","Rejected","Male","D"
"14.146","Rejected","Male","D"
"14.147","Rejected","Male","D"
"14.148","Rejected","Male","D"
"14.149","Rejected","Male","D"
"14.150","Rejected","Male","D"
"14.151","Rejected","Male","D"
"14.152","Rejected","Male","D"
"14.153","Rejected","Male","D"
"14.154","Rejected","Male","D"
"14.155","Rejected","Male","D"
"14.156","Rejected","Male","D"
"14.157","Rejected","Male","D"
"14.158","Rejected","Male","D"
"14.159","Rejected","Male","D"
"14.160","Rejected","Male","D"
"14.161","Rejected","Male","D"
"14.162","Rejected","Male","D"
"14.163","Rejected","Male","D"
"14.164","Rejected","Male","D"
"14.165","Rejected","Male","D"
"14.166","Rejected","Male","D"
"14.167","Rejected","Male","D"
"14.168","Rejected","Male","D"
"14.169","Rejected","Male","D"
"14.170","Rejected","Male","D"
"14.171","Rejected","Male","D"
"14.172","Rejected","Male","D"
"14.173","Rejected","Male","D"
"14.174","Rejected","Male","D"
"14.175","Rejected","Male","D"
"14.176","Rejected","Male","D"
"14.177","Rejected","Male","D"
"14.178","Rejected","Male","D"
"14.179","Rejected","Male","D"
"14.180","Rejected","Male","D"
"14.181","Rejected","Male","D"
"14.182","Rejected","Male","D"
"14.183","Rejected","Male","D"
"14.184","Rejected","Male","D"
"14.185","Rejected","Male","D"
"14.186","Rejected","Male","D"
"14.187","Rejected","Male","D"
"14.188","Rejected","Male","D"
"14.189","Rejected","Male","D"
"14.190","Rejected","Male","D"
"14.191","Rejected","Male","D"
"14.192","Rejected","Male","D"
"14.193","Rejected","Male","D"
"14.194","Rejected","Male","D"
"14.195","Rejected","Male","D"
"14.196","Rejected","Male","D"
"14.197","Rejected","Male","D"
"14.198","Rejected","Male","D"
"14.199","Rejected","Male","D"
"14.200","Rejected","Male","D"
"14.201","Rejected","Male","D"
"14.202","Rejected","Male","D"
"14.203","Rejected","Male","D"
"14.204","Rejected","Male","D"
"14.205","Rejected","Male","D"
"14.206","Rejected","Male","D"
"14.207","Rejected","Male","D"
"14.208","Rejected","Male","D"
"14.209","Rejected","Male","D"
"14.210","Rejected","Male","D"
"14.211","Rejected","Male","D"
"14.212","Rejected","Male","D"
"14.213","Rejected","Male","D"
"14.214","Rejected","Male","D"
"14.215","Rejected","Male","D"
"14.216","Rejected","Male","D"
"14.217","Rejected","Male","D"
"14.218","Rejected","Male","D"
"14.219","Rejected","Male","D"
"14.220","Rejected","Male","D"
"14.221","Rejected","Male","D"
"14.222","Rejected","Male","D"
"14.223","Rejected","Male","D"
"14.224","Rejected","Male","D"
"14.225","Rejected","Male","D"
"14.226","Rejected","Male","D"
"14.227","Rejected","Male","D"
"14.228","Rejected","Male","D"
"14.229","Rejected","Male","D"
"14.230","Rejected","Male","D"
"14.231","Rejected","Male","D"
"14.232","Rejected","Male","D"
"14.233","Rejected","Male","D"
"14.234","Rejected","Male","D"
"14.235","Rejected","Male","D"
"14.236","Rejected","Male","D"
"14.237","Rejected","Male","D"
"14.238","Rejected","Male","D"
"14.239","Rejected","Male","D"
"14.240","Rejected","Male","D"
"14.241","Rejected","Male","D"
"14.242","Rejected","Male","D"
"14.243","Rejected","Male","D"
"14.244","Rejected","Male","D"
"14.245","Rejected","Male","D"
"14.246","Rejected","Male","D"
"14.247","Rejected","Male","D"
"14.248","Rejected","Male","D"
"14.249","Rejected","Male","D"
"14.250","Rejected","Male","D"
"14.251","Rejected","Male","D"
"14.252","Rejected","Male","D"
"14.253","Rejected","Male","D"
"14.254","Rejected","Male","D"
"14.255","Rejected","Male","D"
"14.256","Rejected","Male","D"
"14.257","Rejected","Male","D"
"14.258","Rejected","Male","D"
"14.259","Rejected","Male","D"
"14.260","Rejected","Male","D"
"14.261","Rejected","Male","D"
"14.262","Rejected","Male","D"
"14.263","Rejected","Male","D"
"14.264","Rejected","Male","D"
"14.265","Rejected","Male","D"
"14.266","Rejected","Male","D"
"14.267","Rejected","Male","D"
"14.268","Rejected","Male","D"
"14.269","Rejected","Male","D"
"14.270","Rejected","Male","D"
"14.271","Rejected","Male","D"
"14.272","Rejected","Male","D"
"14.273","Rejected","Male","D"
"14.274","Rejected","Male","D"
"14.275","Rejected","Male","D"
"14.276","Rejected","Male","D"
"14.277","Rejected","Male","D"
"14.278","Rejected","Male","D"
"15","Admitted","Female","D"
"15.1","Admitted","Female","D"
"15.2","Admitted","Female","D"
"15.3","Admitted","Female","D"
"15.4","Admitted","Female","D"
"15.5","Admitted","Female","D"
"15.6","Admitted","Female","D"
"15.7","Admitted","Female","D"
"15.8","Admitted","Female","D"
"15.9","Admitted","Female","D"
"15.10","Admitted","Female","D"
"15.11","Admitted","Female","D"
"15.12","Admitted","Female","D"
"15.13","Admitted","Female","D"
"15.14","Admitted","Female","D"
"15.15","Admitted","Female","D"
"15.16","Admitted","Female","D"
"15.17","Admitted","Female","D"
"15.18","Admitted","Female","D"
"15.19","Admitted","Female","D"
"15.20","Admitted","Female","D"
"15.21","Admitted","Female","D"
"15.22","Admitted","Female","D"
"15.23","Admitted","Female","D"
"15.24","Admitted","Female","D"
"15.25","Admitted","Female","D"
"15.26","Admitted","Female","D"
"15.27","Admitted","Female","D"
"15.28","Admitted","Female","D"
"15.29","Admitted","Female","D"
"15.30","Admitted","Female","D"
"15.31","Admitted","Female","D"
"15.32","Admitted","Female","D"
"15.33","Admitted","Female","D"
"15.34","Admitted","Female","D"
"15.35","Admitted","Female","D"
"15.36","Admitted","Female","D"
"15.37","Admitted","Female","D"
"15.38","Admitted","Female","D"
"15.39","Admitted","Female","D"
"15.40","Admitted","Female","D"
"15.41","Admitted","Female","D"
"15.42","Admitted","Female","D"
"15.43","Admitted","Female","D"
"15.44","Admitted","Female","D"
"15.45","Admitted","Female","D"
"15.46","Admitted","Female","D"
"15.47","Admitted","Female","D"
"15.48","Admitted","Female","D"
"15.49","Admitted","Female","D"
"15.50","Admitted","Female","D"
"15.51","Admitted","Female","D"
"15.52","Admitted","Female","D"
"15.53","Admitted","Female","D"
"15.54","Admitted","Female","D"
"15.55","Admitted","Female","D"
"15.56","Admitted","Female","D"
"15.57","Admitted","Female","D"
"15.58","Admitted","Female","D"
"15.59","Admitted","Female","D"
"15.60","Admitted","Female","D"
"15.61","Admitted","Female","D"
"15.62","Admitted","Female","D"
"15.63","Admitted","Female","D"
"15.64","Admitted","Female","D"
"15.65","Admitted","Female","D"
"15.66","Admitted","Female","D"
"15.67","Admitted","Female","D"
"15.68","Admitted","Female","D"
"15.69","Admitted","Female","D"
"15.70","Admitted","Female","D"
"15.71","Admitted","Female","D"
"15.72","Admitted","Female","D"
"15.73","Admitted","Female","D"
"15.74","Admitted","Female","D"
"15.75","Admitted","Female","D"
"15.76","Admitted","Female","D"
"15.77","Admitted","Female","D"
"15.78","Admitted","Female","D"
"15.79","Admitted","Female","D"
"15.80","Admitted","Female","D"
"15.81","Admitted","Female","D"
"15.82","Admitted","Female","D"
"15.83","Admitted","Female","D"
"15.84","Admitted","Female","D"
"15.85","Admitted","Female","D"
"15.86","Admitted","Female","D"
"15.87","Admitted","Female","D"
"15.88","Admitted","Female","D"
"15.89","Admitted","Female","D"
"15.90","Admitted","Female","D"
"15.91","Admitted","Female","D"
"15.92","Admitted","Female","D"
"15.93","Admitted","Female","D"
"15.94","Admitted","Female","D"
"15.95","Admitted","Female","D"
"15.96","Admitted","Female","D"
"15.97","Admitted","Female","D"
"15.98","Admitted","Female","D"
"15.99","Admitted","Female","D"
"15.100","Admitted","Female","D"
"15.101","Admitted","Female","D"
"15.102","Admitted","Female","D"
"15.103","Admitted","Female","D"
"15.104","Admitted","Female","D"
"15.105","Admitted","Female","D"
"15.106","Admitted","Female","D"
"15.107","Admitted","Female","D"
"15.108","Admitted","Female","D"
"15.109","Admitted","Female","D"
"15.110","Admitted","Female","D"
"15.111","Admitted","Female","D"
"15.112","Admitted","Female","D"
"15.113","Admitted","Female","D"
"15.114","Admitted","Female","D"
"15.115","Admitted","Female","D"
"15.116","Admitted","Female","D"
"15.117","Admitted","Female","D"
"15.118","Admitted","Female","D"
"15.119","Admitted","Female","D"
"15.120","Admitted","Female","D"
"15.121","Admitted","Female","D"
"15.122","Admitted","Female","D"
"15.123","Admitted","Female","D"
"15.124","Admitted","Female","D"
"15.125","Admitted","Female","D"
"15.126","Admitted","Female","D"
"15.127","Admitted","Female","D"
"15.128","Admitted","Female","D"
"15.129","Admitted","Female","D"
"15.130","Admitted","Female","D"
"16","Rejected","Female","D"
"16.1","Rejected","Female","D"
"16.2","Rejected","Female","D"
"16.3","Rejected","Female","D"
"16.4","Rejected","Female","D"
"16.5","Rejected","Female","D"
"16.6","Rejected","Female","D"
"16.7","Rejected","Female","D"
"16.8","Rejected","Female","D"
"16.9","Rejected","Female","D"
"16.10","Rejected","Female","D"
"16.11","Rejected","Female","D"
"16.12","Rejected","Female","D"
"16.13","Rejected","Female","D"
"16.14","Rejected","Female","D"
"16.15","Rejected","Female","D"
"16.16","Rejected","Female","D"
"16.17","Rejected","Female","D"
"16.18","Rejected","Female","D"
"16.19","Rejected","Female","D"
"16.20","Rejected","Female","D"
"16.21","Rejected","Female","D"
"16.22","Rejected","Female","D"
"16.23","Rejected","Female","D"
"16.24","Rejected","Female","D"
"16.25","Rejected","Female","D"
"16.26","Rejected","Female","D"
"16.27","Rejected","Female","D"
"16.28","Rejected","Female","D"
"16.29","Rejected","Female","D"
"16.30","Rejected","Female","D"
"16.31","Rejected","Female","D"
"16.32","Rejected","Female","D"
"16.33","Rejected","Female","D"
"16.34","Rejected","Female","D"
"16.35","Rejected","Female","D"
"16.36","Rejected","Female","D"
"16.37","Rejected","Female","D"
"16.38","Rejected","Female","D"
"16.39","Rejected","Female","D"
"16.40","Rejected","Female","D"
"16.41","Rejected","Female","D"
"16.42","Rejected","Female","D"
"16.43","Rejected","Female","D"
"16.44","Rejected","Female","D"
"16.45","Rejected","Female","D"
"16.46","Rejected","Female","D"
"16.47","Rejected","Female","D"
"16.48","Rejected","Female","D"
"16.49","Rejected","Female","D"
"16.50","Rejected","Female","D"
"16.51","Rejected","Female","D"
"16.52","Rejected","Female","D"
"16.53","Rejected","Female","D"
"16.54","Rejected","Female","D"
"16.55","Rejected","Female","D"
"16.56","Rejected","Female","D"
"16.57","Rejected","Female","D"
"16.58","Rejected","Female","D"
"16.59","Rejected","Female","D"
"16.60","Rejected","Female","D"
"16.61","Rejected","Female","D"
"16.62","Rejected","Female","D"
"16.63","Rejected","Female","D"
"16.64","Rejected","Female","D"
"16.65","Rejected","Female","D"
"16.66","Rejected","Female","D"
"16.67","Rejected","Female","D"
"16.68","Rejected","Female","D"
"16.69","Rejected","Female","D"
"16.70","Rejected","Female","D"
"16.71","Rejected","Female","D"
"16.72","Rejected","Female","D"
"16.73","Rejected","Female","D"
"16.74","Rejected","Female","D"
"16.75","Rejected","Female","D"
"16.76","Rejected","Female","D"
"16.77","Rejected","Female","D"
"16.78","Rejected","Female","D"
"16.79","Rejected","Female","D"
"16.80","Rejected","Female","D"
"16.81","Rejected","Female","D"
"16.82","Rejected","Female","D"
"16.83","Rejected","Female","D"
"16.84","Rejected","Female","D"
"16.85","Rejected","Female","D"
"16.86","Rejected","Female","D"
"16.87","Rejected","Female","D"
"16.88","Rejected","Female","D"
"16.89","Rejected","Female","D"
"16.90","Rejected","Female","D"
"16.91","Rejected","Female","D"
"16.92","Rejected","Female","D"
"16.93","Rejected","Female","D"
"16.94","Rejected","Female","D"
"16.95","Rejected","Female","D"
"16.96","Rejected","Female","D"
"16.97","Rejected","Female","D"
"16.98","Rejected","Female","D"
"16.99","Rejected","Female","D"
"16.100","Rejected","Female","D"
"16.101","Rejected","Female","D"
"16.102","Rejected","Female","D"
"16.103","Rejected","Female","D"
"16.104","Rejected","Female","D"
"16.105","Rejected","Female","D"
"16.106","Rejected","Female","D"
"16.107","Rejected","Female","D"
"16.108","Rejected","Female","D"
"16.109","Rejected","Female","D"
"16.110","Rejected","Female","D"
"16.111","Rejected","Female","D"
"16.112","Rejected","Female","D"
"16.113","Rejected","Female","D"
"16.114","Rejected","Female","D"
"16.115","Rejected","Female","D"
"16.116","Rejected","Female","D"
"16.117","Rejected","Female","D"
"16.118","Rejected","Female","D"
"16.119","Rejected","Female","D"
"16.120","Rejected","Female","D"
"16.121","Rejected","Female","D"
"16.122","Rejected","Female","D"
"16.123","Rejected","Female","D"
"16.124","Rejected","Female","D"
"16.125","Rejected","Female","D"
"16.126","Rejected","Female","D"
"16.127","Rejected","Female","D"
"16.128","Rejected","Female","D"
"16.129","Rejected","Female","D"
"16.130","Rejected","Female","D"
"16.131","Rejected","Female","D"
"16.132","Rejected","Female","D"
"16.133","Rejected","Female","D"
"16.134","Rejected","Female","D"
"16.135","Rejected","Female","D"
"16.136","Rejected","Female","D"
"16.137","Rejected","Female","D"
"16.138","Rejected","Female","D"
"16.139","Rejected","Female","D"
"16.140","Rejected","Female","D"
"16.141","Rejected","Female","D"
"16.142","Rejected","Female","D"
"16.143","Rejected","Female","D"
"16.144","Rejected","Female","D"
"16.145","Rejected","Female","D"
"16.146","Rejected","Female","D"
"16.147","Rejected","Female","D"
"16.148","Rejected","Female","D"
"16.149","Rejected","Female","D"
"16.150","Rejected","Female","D"
"16.151","Rejected","Female","D"
"16.152","Rejected","Female","D"
"16.153","Rejected","Female","D"
"16.154","Rejected","Female","D"
"16.155","Rejected","Female","D"
"16.156","Rejected","Female","D"
"16.157","Rejected","Female","D"
"16.158","Rejected","Female","D"
"16.159","Rejected","Female","D"
"16.160","Rejected","Female","D"
"16.161","Rejected","Female","D"
"16.162","Rejected","Female","D"
"16.163","Rejected","Female","D"
"16.164","Rejected","Female","D"
"16.165","Rejected","Female","D"
"16.166","Rejected","Female","D"
"16.167","Rejected","Female","D"
"16.168","Rejected","Female","D"
"16.169","Rejected","Female","D"
"16.170","Rejected","Female","D"
"16.171","Rejected","Female","D"
"16.172","Rejected","Female","D"
"16.173","Rejected","Female","D"
"16.174","Rejected","Female","D"
"16.175","Rejected","Female","D"
"16.176","Rejected","Female","D"
"16.177","Rejected","Female","D"
"16.178","Rejected","Female","D"
"16.179","Rejected","Female","D"
"16.180","Rejected","Female","D"
"16.181","Rejected","Female","D"
"16.182","Rejected","Female","D"
"16.183","Rejected","Female","D"
"16.184","Rejected","Female","D"
"16.185","Rejected","Female","D"
"16.186","Rejected","Female","D"
"16.187","Rejected","Female","D"
"16.188","Rejected","Female","D"
"16.189","Rejected","Female","D"
"16.190","Rejected","Female","D"
"16.191","Rejected","Female","D"
"16.192","Rejected","Female","D"
"16.193","Rejected","Female","D"
"16.194","Rejected","Female","D"
"16.195","Rejected","Female","D"
"16.196","Rejected","Female","D"
"16.197","Rejected","Female","D"
"16.198","Rejected","Female","D"
"16.199","Rejected","Female","D"
"16.200","Rejected","Female","D"
"16.201","Rejected","Female","D"
"16.202","Rejected","Female","D"
"16.203","Rejected","Female","D"
"16.204","Rejected","Female","D"
"16.205","Rejected","Female","D"
"16.206","Rejected","Female","D"
"16.207","Rejected","Female","D"
"16.208","Rejected","Female","D"
"16.209","Rejected","Female","D"
"16.210","Rejected","Female","D"
"16.211","Rejected","Female","D"
"16.212","Rejected","Female","D"
"16.213","Rejected","Female","D"
"16.214","Rejected","Female","D"
"16.215","Rejected","Female","D"
"16.216","Rejected","Female","D"
"16.217","Rejected","Female","D"
"16.218","Rejected","Female","D"
"16.219","Rejected","Female","D"
"16.220","Rejected","Female","D"
"16.221","Rejected","Female","D"
"16.222","Rejected","Female","D"
"16.223","Rejected","Female","D"
"16.224","Rejected","Female","D"
"16.225","Rejected","Female","D"
"16.226","Rejected","Female","D"
"16.227","Rejected","Female","D"
"16.228","Rejected","Female","D"
"16.229","Rejected","Female","D"
"16.230","Rejected","Female","D"
"16.231","Rejected","Female","D"
"16.232","Rejected","Female","D"
"16.233","Rejected","Female","D"
"16.234","Rejected","Female","D"
"16.235","Rejected","Female","D"
"16.236","Rejected","Female","D"
"16.237","Rejected","Female","D"
"16.238","Rejected","Female","D"
"16.239","Rejected","Female","D"
"16.240","Rejected","Female","D"
"16.241","Rejected","Female","D"
"16.242","Rejected","Female","D"
"16.243","Rejected","Female","D"
"17","Admitted","Male","E"
"17.1","Admitted","Male","E"
"17.2","Admitted","Male","E"
"17.3","Admitted","Male","E"
"17.4","Admitted","Male","E"
"17.5","Admitted","Male","E"
"17.6","Admitted","Male","E"
"17.7","Admitted","Male","E"
"17.8","Admitted","Male","E"
"17.9","Admitted","Male","E"
"17.10","Admitted","Male","E"
"17.11","Admitted","Male","E"
"17.12","Admitted","Male","E"
"17.13","Admitted","Male","E"
"17.14","Admitted","Male","E"
"17.15","Admitted","Male","E"
"17.16","Admitted","Male","E"
"17.17","Admitted","Male","E"
"17.18","Admitted","Male","E"
"17.19","Admitted","Male","E"
"17.20","Admitted","Male","E"
"17.21","Admitted","Male","E"
"17.22","Admitted","Male","E"
"17.23","Admitted","Male","E"
"17.24","Admitted","Male","E"
"17.25","Admitted","Male","E"
"17.26","Admitted","Male","E"
"17.27","Admitted","Male","E"
"17.28","Admitted","Male","E"
"17.29","Admitted","Male","E"
"17.30","Admitted","Male","E"
"17.31","Admitted","Male","E"
"17.32","Admitted","Male","E"
"17.33","Admitted","Male","E"
"17.34","Admitted","Male","E"
"17.35","Admitted","Male","E"
"17.36","Admitted","Male","E"
"17.37","Admitted","Male","E"
"17.38","Admitted","Male","E"
"17.39","Admitted","Male","E"
"17.40","Admitted","Male","E"
"17.41","Admitted","Male","E"
"17.42","Admitted","Male","E"
"17.43","Admitted","Male","E"
"17.44","Admitted","Male","E"
"17.45","Admitted","Male","E"
"17.46","Admitted","Male","E"
"17.47","Admitted","Male","E"
"17.48","Admitted","Male","E"
"17.49","Admitted","Male","E"
"17.50","Admitted","Male","E"
"17.51","Admitted","Male","E"
"17.52","Admitted","Male","E"
"18","Rejected","Male","E"
"18.1","Rejected","Male","E"
"18.2","Rejected","Male","E"
"18.3","Rejected","Male","E"
"18.4","Rejected","Male","E"
"18.5","Rejected","Male","E"
"18.6","Rejected","Male","E"
"18.7","Rejected","Male","E"
"18.8","Rejected","Male","E"
"18.9","Rejected","Male","E"
"18.10","Rejected","Male","E"
"18.11","Rejected","Male","E"
"18.12","Rejected","Male","E"
"18.13","Rejected","Male","E"
"18.14","Rejected","Male","E"
"18.15","Rejected","Male","E"
"18.16","Rejected","Male","E"
"18.17","Rejected","Male","E"
"18.18","Rejected","Male","E"
"18.19","Rejected","Male","E"
"18.20","Rejected","Male","E"
"18.21","Rejected","Male","E"
"18.22","Rejected","Male","E"
"18.23","Rejected","Male","E"
"18.24","Rejected","Male","E"
"18.25","Rejected","Male","E"
"18.26","Rejected","Male","E"
"18.27","Rejected","Male","E"
"18.28","Rejected","Male","E"
"18.29","Rejected","Male","E"
"18.30","Rejected","Male","E"
"18.31","Rejected","Male","E"
"18.32","Rejected","Male","E"
"18.33","Rejected","Male","E"
"18.34","Rejected","Male","E"
"18.35","Rejected","Male","E"
"18.36","Rejected","Male","E"
"18.37","Rejected","Male","E"
"18.38","Rejected","Male","E"
"18.39","Rejected","Male","E"
"18.40","Rejected","Male","E"
"18.41","Rejected","Male","E"
"18.42","Rejected","Male","E"
"18.43","Rejected","Male","E"
"18.44","Rejected","Male","E"
"18.45","Rejected","Male","E"
"18.46","Rejected","Male","E"
"18.47","Rejected","Male","E"
"18.48","Rejected","Male","E"
"18.49","Rejected","Male","E"
"18.50","Rejected","Male","E"
"18.51","Rejected","Male","E"
"18.52","Rejected","Male","E"
"18.53","Rejected","Male","E"
"18.54","Rejected","Male","E"
"18.55","Rejected","Male","E"
"18.56","Rejected","Male","E"
"18.57","Rejected","Male","E"
"18.58","Rejected","Male","E"
"18.59","Rejected","Male","E"
"18.60","Rejected","Male","E"
"18.61","Rejected","Male","E"
"18.62","Rejected","Male","E"
"18.63","Rejected","Male","E"
"18.64","Rejected","Male","E"
"18.65","Rejected","Male","E"
"18.66","Rejected","Male","E"
"18.67","Rejected","Male","E"
"18.68","Rejected","Male","E"
"18.69","Rejected","Male","E"
"18.70","Rejected","Male","E"
"18.71","Rejected","Male","E"
"18.72","Rejected","Male","E"
"18.73","Rejected","Male","E"
"18.74","Rejected","Male","E"
"18.75","Rejected","Male","E"
"18.76","Rejected","Male","E"
"18.77","Rejected","Male","E"
"18.78","Rejected","Male","E"
"18.79","Rejected","Male","E"
"18.80","Rejected","Male","E"
"18.81","Rejected","Male","E"
"18.82","Rejected","Male","E"
"18.83","Rejected","Male","E"
"18.84","Rejected","Male","E"
"18.85","Rejected","Male","E"
"18.86","Rejected","Male","E"
"18.87","Rejected","Male","E"
"18.88","Rejected","Male","E"
"18.89","Rejected","Male","E"
"18.90","Rejected","Male","E"
"18.91","Rejected","Male","E"
"18.92","Rejected","Male","E"
"18.93","Rejected","Male","E"
"18.94","Rejected","Male","E"
"18.95","Rejected","Male","E"
"18.96","Rejected","Male","E"
"18.97","Rejected","Male","E"
"18.98","Rejected","Male","E"
"18.99","Rejected","Male","E"
"18.100","Rejected","Male","E"
"18.101","Rejected","Male","E"
"18.102","Rejected","Male","E"
"18.103","Rejected","Male","E"
"18.104","Rejected","Male","E"
"18.105","Rejected","Male","E"
"18.106","Rejected","Male","E"
"18.107","Rejected","Male","E"
"18.108","Rejected","Male","E"
"18.109","Rejected","Male","E"
"18.110","Rejected","Male","E"
"18.111","Rejected","Male","E"
"18.112","Rejected","Male","E"
"18.113","Rejected","Male","E"
"18.114","Rejected","Male","E"
"18.115","Rejected","Male","E"
"18.116","Rejected","Male","E"
"18.117","Rejected","Male","E"
"18.118","Rejected","Male","E"
"18.119","Rejected","Male","E"
"18.120","Rejected","Male","E"
"18.121","Rejected","Male","E"
"18.122","Rejected","Male","E"
"18.123","Rejected","Male","E"
"18.124","Rejected","Male","E"
"18.125","Rejected","Male","E"
"18.126","Rejected","Male","E"
"18.127","Rejected","Male","E"
"18.128","Rejected","Male","E"
"18.129","Rejected","Male","E"
"18.130","Rejected","Male","E"
"18.131","Rejected","Male","E"
"18.132","Rejected","Male","E"
"18.133","Rejected","Male","E"
"18.134","Rejected","Male","E"
"18.135","Rejected","Male","E"
"18.136","Rejected","Male","E"
"18.137","Rejected","Male","E"
"19","Admitted","Female","E"
"19.1","Admitted","Female","E"
"19.2","Admitted","Female","E"
"19.3","Admitted","Female","E"
"19.4","Admitted","Female","E"
"19.5","Admitted","Female","E"
"19.6","Admitted","Female","E"
"19.7","Admitted","Female","E"
"19.8","Admitted","Female","E"
"19.9","Admitted","Female","E"
"19.10","Admitted","Female","E"
"19.11","Admitted","Female","E"
"19.12","Admitted","Female","E"
"19.13","Admitted","Female","E"
"19.14","Admitted","Female","E"
"19.15","Admitted","Female","E"
"19.16","Admitted","Female","E"
"19.17","Admitted","Female","E"
"19.18","Admitted","Female","E"
"19.19","Admitted","Female","E"
"19.20","Admitted","Female","E"
"19.21","Admitted","Female","E"
"19.22","Admitted","Female","E"
"19.23","Admitted","Female","E"
"19.24","Admitted","Female","E"
"19.25","Admitted","Female","E"
"19.26","Admitted","Female","E"
"19.27","Admitted","Female","E"
"19.28","Admitted","Female","E"
"19.29","Admitted","Female","E"
"19.30","Admitted","Female","E"
"19.31","Admitted","Female","E"
"19.32","Admitted","Female","E"
"19.33","Admitted","Female","E"
"19.34","Admitted","Female","E"
"19.35","Admitted","Female","E"
"19.36","Admitted","Female","E"
"19.37","Admitted","Female","E"
"19.38","Admitted","Female","E"
"19.39","Admitted","Female","E"
"19.40","Admitted","Female","E"
"19.41","Admitted","Female","E"
"19.42","Admitted","Female","E"
"19.43","Admitted","Female","E"
"19.44","Admitted","Female","E"
"19.45","Admitted","Female","E"
"19.46","Admitted","Female","E"
"19.47","Admitted","Female","E"
"19.48","Admitted","Female","E"
"19.49","Admitted","Female","E"
"19.50","Admitted","Female","E"
"19.51","Admitted","Female","E"
"19.52","Admitted","Female","E"
"19.53","Admitted","Female","E"
"19.54","Admitted","Female","E"
"19.55","Admitted","Female","E"
"19.56","Admitted","Female","E"
"19.57","Admitted","Female","E"
"19.58","Admitted","Female","E"
"19.59","Admitted","Female","E"
"19.60","Admitted","Female","E"
"19.61","Admitted","Female","E"
"19.62","Admitted","Female","E"
"19.63","Admitted","Female","E"
"19.64","Admitted","Female","E"
"19.65","Admitted","Female","E"
"19.66","Admitted","Female","E"
"19.67","Admitted","Female","E"
"19.68","Admitted","Female","E"
"19.69","Admitted","Female","E"
"19.70","Admitted","Female","E"
"19.71","Admitted","Female","E"
"19.72","Admitted","Female","E"
"19.73","Admitted","Female","E"
"19.74","Admitted","Female","E"
"19.75","Admitted","Female","E"
